"Site_Name","Loc_Name","Year","QAQC","Spp_Code","mean","sd","se","Common_Name","Spp_Name","Category","TSN","Comments"
"Boston Harbor NRA","Green Island","2016","FALSE","ROCK",0.1,0.04,0.024,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Green Island","2016","FALSE","FUCSPP",0.2,0.11,0.061,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Green Island","2017","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Green Island","2017","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Green Island","2017","FALSE","BARSPP",0.2,0.04,0.025,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Green Island","2017","FALSE","NONCOR",0.4,0.06,0.037,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Green Island","2017","FALSE","CHOMAS",0.1,0.01,0.007,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Green Island","2017","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Green Island","2017","FALSE","ALGGRE",0,0.01,0.006,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Green Island","2017","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Green Island","2017","FALSE","ROCK",0.1,0.03,0.016,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Green Island","2017","FALSE","FUCSPP",0.2,0.09,0.053,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Green Island","2018","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Green Island","2018","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Green Island","2018","FALSE","BARSPP",0.2,0.03,0.016,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Green Island","2018","FALSE","NONCOR",0.2,0.03,0.018,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Green Island","2018","FALSE","CHOMAS",0.1,0.04,0.025,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Green Island","2018","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Green Island","2018","FALSE","ALGGRE",0.1,0.03,0.018,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Green Island","2018","FALSE","ALGRED",0,0.01,0.003,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Green Island","2018","FALSE","ROCK",0.2,0.07,0.043,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Green Island","2018","FALSE","FUCSPP",0.2,0.08,0.045,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Green Island","2019","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Green Island","2019","FALSE","ASCEPI",0,0.01,0.003,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Green Island","2019","FALSE","BARSPP",0.1,0.03,0.015,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Green Island","2019","FALSE","NONCOR",0.1,0.02,0.012,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Green Island","2019","FALSE","CHOMAS",0.1,0.03,0.016,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Green Island","2019","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Green Island","2019","FALSE","ALGGRE",0,0.01,0.005,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Green Island","2019","FALSE","ALGRED",0,0.01,0.006,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Green Island","2019","FALSE","ROCK",0.4,0.04,0.022,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Green Island","2019","FALSE","FUCSPP",0.2,0.05,0.03,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ASCEPI",0,0,0,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2013","FALSE","BARSPP",0.1,0.03,0.015,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","NONCOR",0.2,0.03,0.017,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","CHOMAS",0.1,0.03,0.02,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ALGGRE",0,0,0,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","ROCK",0.1,0.02,0.013,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2013","FALSE","FUCSPP",0.4,0.03,0.016,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ASCEPI",0,0.01,0.004,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2014","FALSE","BARSPP",0.1,0.03,0.015,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","NONCOR",0.1,0.04,0.021,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","CHOMAS",0.1,0.05,0.029,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ALGGRE",0,0.01,0.007,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ALGRED",0,0,0,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","ROCK",0.1,0.05,0.029,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2014","FALSE","FUCSPP",0.5,0.04,0.023,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ASCEPI",0,0.01,0.004,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2015","FALSE","BARSPP",0.3,0.02,0.01,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","NONCOR",0.1,0.02,0.012,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","CHOMAS",0.1,0.02,0.009,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ALGGRE",0,0.02,0.013,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ALGRED",0,0.01,0.005,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","ROCK",0.1,0.01,0.006,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2015","FALSE","FUCSPP",0.2,0.03,0.016,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ASCEPI",0,0.01,0.004,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2016","FALSE","BARSPP",0.1,0.03,0.017,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","NONCOR",0.2,0.05,0.027,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","CHOMAS",0.1,0.02,0.01,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ALGGRE",0,0.02,0.009,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ALGRED",0,0.01,0.005,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","ROCK",0,0,0,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2016","FALSE","FUCSPP",0.5,0.02,0.01,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ASCEPI",0,0,0,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2017","FALSE","BARSPP",0.2,0.03,0.02,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","NONCOR",0.2,0.04,0.024,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","CHOMAS",0.1,0.05,0.026,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ALGGRE",0,0.01,0.006,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ALGRED",0,0.01,0.004,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","ROCK",0,0.03,0.02,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2017","FALSE","FUCSPP",0.3,0.09,0.052,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ASCEPI",0,0,0,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2018","FALSE","BARSPP",0.4,0.1,0.057,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","NONCOR",0.1,0.03,0.017,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","CHOMAS",0.1,0.04,0.022,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ALGGRE",0,0,0.001,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ALGRED",0,0.02,0.009,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","ROCK",0.1,0.07,0.04,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2018","FALSE","FUCSPP",0.1,0.03,0.016,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ARTCOR",0,0,0,"Articulated Corallines","Articulated Corallines","Species Group",-886,"branched, calcified red algae"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ASCEPI",0,0,0,"Ascophyllum epibont","Ascophyllum epibont","Species Group",-11331,"organism that lives on the surface of Ascophyllum Spp."
"Boston Harbor NRA","Outer Brewster","2019","FALSE","BARSPP",0.3,0.1,0.059,"Barnacles","pimarily Semibalanus balanoides","Species Group",-882,"barnacle species group (dominated by Semibalanus balanoides)"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","NONCOR",0.1,0.01,0.007,"Crustose non-coraline","Crustose non-coraline","Species Group",-884,"crust forming algae other than Coraline"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","CHOMAS",0,0.01,0.006,"Irish Moss","Chondrus / Mastocarpus","Species Group",-887,"red algae genera"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ALGBRO",0,0,0,"Other Algae - Brown","Other Algae - Brown","Species Group",-890,"brown algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ALGGRE",0,0,0,"Other Algae - Green","Other Algae - Green","Species Group",-897,"green algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ALGRED",0,0.01,0.008,"Other Algae - Red","Other Algae - Red","Species Group",-898,"red algae species other than those listed"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","ROCK",0.1,0.02,0.012,"Rock","Rock","Substrate",-893,"rock"
"Boston Harbor NRA","Outer Brewster","2019","FALSE","FUCSPP",0.4,0.11,0.066,"Rockweed","Fucus spp.","Genus",11334,"brown algae genus"
