"Site_Name","Loc_Name","Start_Date","Year","Plot_Name","Com_Sp","variable","value"
"Acadia NP","Little Moose",2017-06-24,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",1.30833281965018
"Acadia NP","Little Moose",2017-06-24,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",3.24063731664971
"Acadia NP","Little Moose",2018-05-18,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",1.84054963339749
"Acadia NP","Little Moose",2018-05-18,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",1.19392246847243
"Acadia NP","Little Moose",2018-05-18,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.92046978905344
"Acadia NP","Little Moose",2019-06-07,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.3887627892351
"Acadia NP","Little Moose",2019-06-07,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.896088024556636
"Acadia NP","Little Moose",2019-06-07,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",2.99573227355399
"Acadia NP","Otter Point",2013-06-23,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.22314355131421
"Acadia NP","Otter Point",2014-06-19,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.371563556432483
"Acadia NP","Otter Point",2014-06-19,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.974559639998131
"Acadia NP","Otter Point",2015-06-10,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.300104592450338
"Acadia NP","Otter Point",2016-06-26,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.500775287912489
"Acadia NP","Otter Point",2017-06-27,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.438254930931155
"Acadia NP","Otter Point",2017-06-27,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.500775287912489
"Acadia NP","Otter Point",2017-06-27,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.936093359170335
"Acadia NP","Otter Point",2018-05-20,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.438254930931155
"Acadia NP","Otter Point",2018-05-20,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Acadia NP","Otter Point",2018-05-20,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.78845736036427
"Acadia NP","Otter Point",2019-06-09,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.53062825106217
"Acadia NP","Otter Point",2019-06-09,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",1.28093384546206
"Acadia NP","Schoodic Point",2013-06-19,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.916290731874155
"Acadia NP","Schoodic Point",2013-06-19,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.641853886172395
"Acadia NP","Schoodic Point",2013-06-19,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2014-06-17,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.182321556793955
"Acadia NP","Schoodic Point",2014-06-17,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.405465108108164
"Acadia NP","Schoodic Point",2014-06-17,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2015-06-08,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2015-06-08,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.832909122935104
"Acadia NP","Schoodic Point",2016-06-24,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.262364264467491
"Acadia NP","Schoodic Point",2016-06-24,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2017-06-23,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2017-06-23,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Schoodic Point",2018-05-24,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Acadia NP","Schoodic Point",2019-06-13,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2013-06-22,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.500775287912489
"Acadia NP","Ship Harbor",2014-06-20,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2014-06-20,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.262364264467491
"Acadia NP","Ship Harbor",2014-06-20,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",1.04731899428056
"Acadia NP","Ship Harbor",2015-06-11,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2015-06-11,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2015-06-11,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.438254930931155
"Acadia NP","Ship Harbor",2016-06-29,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Ship Harbor",2016-06-29,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Acadia NP","Ship Harbor",2016-06-29,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.405465108108164
"Acadia NP","Ship Harbor",2017-06-26,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2017-06-26,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2017-06-26,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.300104592450338
"Acadia NP","Ship Harbor",2018-05-21,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2018-05-21,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2018-05-21,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.139761942375159
"Acadia NP","Ship Harbor",2019-06-10,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Acadia NP","Ship Harbor",2019-06-10,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Ship Harbor",2019-06-10,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2013-06-26,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2014-07-16,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2015-07-07,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.182321556793955
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2016-07-28,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2017-07-26,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2018-07-16,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Calf Island",2019-07-08,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.048790164169432
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2013-06-27,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2014-07-17,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2014-07-17,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2015-07-09,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.22314355131421
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2016-07-26,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2017-07-28,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2018-07-17,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.371563556432483
"Boston Harbor NRA","Green Island",2019-08-05,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Boston Harbor NRA","Outer Brewster",2013-08-13,"2013","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.182321556793955
"Boston Harbor NRA","Outer Brewster",2014-07-18,"2014","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2015-07-08,"2015","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.139761942375159
"Boston Harbor NRA","Outer Brewster",2016-07-27,"2016","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2017-07-27,"2017","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Boston Harbor NRA","Outer Brewster",2018-07-18,"2018","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0.0953101798043249
"Boston Harbor NRA","Outer Brewster",2019-07-09,"2019","X3","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X1","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Maine Coast Islands NWR","Petit Manan Island",2014-06-27,"2014","X2","Green sea urchin (Strongylocentrotus droebachiensis)","logAbundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2013-06-21,"2013","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2014-06-21,"2014","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2015-06-12,"2015","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2016-06-28,"2016","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2017-06-25,"2017","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2018-05-18,"2018","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Bass Harbor",2019-06-11,"2019","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2016-06-27,"2016","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2017-06-28,"2017","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2018-05-19,"2018","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Hunter",2019-06-08,"2019","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2016-06-25,"2016","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2017-06-24,"2017","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2017-06-24,"2017","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2017-06-24,"2017","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2018-05-18,"2018","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2018-05-18,"2018","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2018-05-18,"2018","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0.048790164169432
"Acadia NP","Little Moose",2019-06-07,"2019","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2019-06-07,"2019","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Little Moose",2019-06-07,"2019","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2013-06-23,"2013","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2014-06-19,"2014","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2015-06-10,"2015","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0.048790164169432
"Acadia NP","Otter Point",2016-06-26,"2016","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2016-06-26,"2016","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2017-06-27,"2017","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2017-06-27,"2017","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2017-06-27,"2017","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2018-05-20,"2018","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2018-05-20,"2018","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2018-05-20,"2018","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Otter Point",2019-06-09,"2019","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2013-06-19,"2013","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2014-06-17,"2014","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2015-06-08,"2015","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2016-06-24,"2016","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2017-06-23,"2017","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2018-05-24,"2018","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X1","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X2","Blood sea star (Henricia sanguinolenta)","logAbundance",0
"Acadia NP","Schoodic Point",2019-06-13,"2019","X3","Blood sea star (Henricia sanguinolenta)","logAbundance",0
