Site_Name,Site_Code,Loc_Name,Loc_Code,Year,Common,Species,Spp_Name,Com_Sp,Zone,variable,QAQC,mean,se,N
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Abundance,FALSE,4.26,3.11,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,logAbundance,FALSE,0.89,0.57,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Proportion.Damaged,FALSE,0.15,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Abundance,FALSE,9.08,7.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,logAbundance,FALSE,1.32,0.61,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Proportion.Damaged,FALSE,0.22,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Abundance,FALSE,27.22,7.83,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,logAbundance,FALSE,3.15,0.28,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Proportion.Damaged,FALSE,0.36,0.01,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Abundance,FALSE,1.06,1.06,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,logAbundance,FALSE,0.33,0.33,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Proportion.Damaged,FALSE,0.08,0.08,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Abundance,FALSE,5.34,2.79,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,logAbundance,FALSE,1.29,0.46,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2017,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Proportion.Damaged,FALSE,0.29,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,FALSE,25.08,10.55,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,FALSE,2.56,0.72,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,FALSE,0.29,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,FALSE,13.88,8.77,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,FALSE,1.89,0.58,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,FALSE,0.37,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,FALSE,11.74,6.99,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,FALSE,1.52,0.75,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,FALSE,0.21,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,FALSE,22.4,18.56,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,FALSE,1.63,0.87,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,FALSE,0.2,0.08,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,FALSE,22.92,8.66,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,FALSE,2.6,0.68,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,FALSE,0.29,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,FALSE,19.18,14.59,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,1.95,0.7,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0.3,0.08,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,9.06,1.36,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,2.16,0.16,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.35,0.03,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Rough periwinkle,LITSAX,Littorina saxatilis,Rough periwinkle (Littorina saxatilis),Red Algae,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Abundance,FALSE,2.14,1.56,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,logAbundance,FALSE,0.61,0.41,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Ascophyllum,Proportion.Damaged,FALSE,0.15,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Abundance,FALSE,34.66,8.69,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,logAbundance,FALSE,3.3,0.42,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Dogwhelk,NUCLAP,Nucella lapillus,Dogwhelk (Nucella lapillus),Red Algae,Proportion.Damaged,FALSE,0.36,0.01,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Ascophyllum,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Abundance,FALSE,16.54,5.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,logAbundance,FALSE,2.39,0.61,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2018,Limpet,TECTES,Tectura testudinalis,Limpet (Tectura testudinalis),Red Algae,Proportion.Damaged,FALSE,0.29,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,Abundance,FALSE,1.6,1.6,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,logAbundance,FALSE,0.42,0.42,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Ascophyllum,Proportion.Damaged,FALSE,0.08,0.08,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Fucus,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,Abundance,FALSE,0.54,0.54,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,logAbundance,FALSE,0.2,0.2,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Green Crab,CARMAE,Carcinus maenas,Green Crab (Carcinus maenas),Red Algae,Proportion.Damaged,FALSE,0.07,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,Abundance,FALSE,0.54,0.54,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,logAbundance,FALSE,0.2,0.2,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Ascophyllum,Proportion.Damaged,FALSE,0.07,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,Abundance,FALSE,1.6,1.06,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,logAbundance,FALSE,0.53,0.34,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Fucus,Proportion.Damaged,FALSE,0.15,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,Abundance,FALSE,0.54,0.54,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,logAbundance,FALSE,0.2,0.2,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Asian shore crab,HEMISAN,Hemigrapsus sanguineus, Asian shore crab (Hemigrapsus sanguineus),Red Algae,Proportion.Damaged,FALSE,0.07,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Abundance,FALSE,69.88,30.3,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,logAbundance,FALSE,3.27,0.94,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Ascophyllum,Proportion.Damaged,FALSE,0.3,0.07,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Abundance,FALSE,5.34,4.04,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,logAbundance,FALSE,1.01,0.56,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Barnacle,Proportion.Damaged,FALSE,0.22,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Abundance,FALSE,8.54,4.26,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,logAbundance,FALSE,1.5,0.66,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Fucus,Proportion.Damaged,FALSE,0.21,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Abundance,FALSE,7.46,5.55,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,logAbundance,FALSE,1.21,0.63,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Common periwinkle,LITLIT,Littorina littorea,Common periwinkle (Littorina littorea),Red Algae,Proportion.Damaged,FALSE,0.23,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Abundance,FALSE,13.32,3.57,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,logAbundance,FALSE,2.24,0.56,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Ascophyllum,Proportion.Damaged,FALSE,0.3,0.08,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,logAbundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Barnacle,Proportion.Damaged,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Abundance,FALSE,2.14,1.56,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,logAbundance,FALSE,0.61,0.41,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Fucus,Proportion.Damaged,FALSE,0.15,0.09,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,Abundance,FALSE,0,0,5
Boston Harbor NRA,BOHA,Green Island,GREISL,2019,Smooth periwinkle,LITOBT,Littorina obtusata,Smooth periwinkle (Littorina obtusata),Red Algae,logAbundance,FALSE,0,0,5
